Virtual User Script started at: 15.10.2024 23:26:09	[MsgId: MMSG-15967]
Action.c(61):     function isDate(str) {\n
Action.c(61):       if (str.length != 10) { return false }\n
Action.c(61):     \n
Action.c(61):       for (j=0; j<str.length; j++) {\n
Action.c(61):         if ((j == 2) || (j == 5)) {\n
Action.c(61):           if (str.charAt(j) != "/") { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):     \n
Action.c(61):       var month = str.charAt(0) == "0" ? parseInt(str.substring(1,2)) : parseInt(str.substring
Action.c(61):     (0,2));\n
Action.c(61):       var day = str.charAt(3) == "0" ? parseInt(str.substring(4,5)) : parseInt(str.substring(3
Action.c(61):     ,5));\n
Action.c(61):       var begin = str.charAt(6) == "0" ? (str.charAt(7) == "0" ? (str.charAt(8) == "0" ? 9 : 8
Action.c(61):     ) : 7) : 6;\n
Action.c(61):       var year = parseInt(str.substring(begin, 10));\n
Action.c(61):     \n
Action.c(61):       if (day == 0) { return false }\n
Action.c(61):       if (month == 0 || month > 12) { return false }\n
Action.c(61):       if (month == 1 || month == 3 || month == 5 || month == 7 || month == 8 || month == 10 ||
Action.c(61):      month == 12) {\n
Action.c(61):         if (day > 31) { return false }\n
Action.c(61):       } else {\n
Action.c(61):         if (month == 4 || month == 6 || month == 9 || month == 11) {\n
Action.c(61):           if (day > 30) { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if (year%4 != 0) {\n
Action.c(61):             if (day > 28) { return false }\n
Action.c(61):           } else {\n
Action.c(61):             if (day > 29) { return false }\n
Action.c(61):           }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return true;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** The validateForm() function validates the form elements\n
Action.c(61):     ** previously defined as validation objects and as members of\n
Action.c(61):     ** the elts array. We loop through the elts array, testing each\n
Action.c(61):     ** element in turn, and alerting the user when they've missed\n
Action.c(61):     ** a required field\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     \n
Action.c(61):     function validateForm(form) {\n
Action.c(61):       var formEltName = "";\n
Action.c(61):       var formObj = "";\n
Action.c(61):       var str = "";\n
Action.c(61):       var realName = "";\n
Action.c(61):       var alertText = "";\n
Action.c(61):       var firstMissingElt = null;\n
Action.c(61):       var hardReturn = "\\r\\n";\n
Action.c(61):     \n
Action.c(61):       for (i=0; i<elts.length; i++) {\n
Action.c(61):         formEltName = elts[i].formEltName;\n
Action.c(61):         formObj = eval("form." + formEltName);\n
Action.c(61):         realName = elts[i].realName;\n
Action.c(61):     \n
Action.c(61):         if (elts[i].eltType == "text") {\n
Action.c(61):           str = formObj.value;\n
Action.c(61):     \n
Action.c(61):           if (eval(elts[i].upToSnuff)) continue;\n
Action.c(61):     \n
Action.c(61):           if (str == "") {\n
Action.c(61):             if (allAtOnce) {\n
Action.c(61):               alertText += beginRequestAlertForText + realName + endRequestAlert + hardReturn;
Action.c(61):     \n
Action.c(61):               if (firstMissingElt == null) {firstMissingElt = formObj};\n
Action.c(61):             } else {\n
Action.c(61):               alertText = beginRequestAlertForText + realName + endRequestAlert + hardReturn;\n
Action.c(61):               alert(alertText);\n
Action.c(61):             }\n
Action.c(61):           } else {\n
Action.c(61):             if (allAtOnce) {\n
Action.c(61):               alertText += str + beginInvalidAlert + realName + endInvalidAlert + hardReturn;\n
Action.c(61):             } else {\n
Action.c(61):               alertText = str + beginInvalidAlert + realName + endInvalidAlert + hardReturn;\n
Action.c(61):             }\n
Action.c(61):             if (elts[i].format != null) {\n
Action.c(61):               alertText += beginFormatAlert + elts[i].format + hardReturn;\n
Action.c(61):             }\n
Action.c(61):             if (allAtOnce) {\n
Action.c(61):               if (firstMissingElt == null) {firstMissingElt = formObj};\n
Action.c(61):             } else {\n
Action.c(61):               alert(alertText);\n
Action.c(61):             }\n
Action.c(61):           }\n
Action.c(61):         } else {\n
Action.c(61):           if (eval(elts[i].upToSnuff)) continue;\n
Action.c(61):           if (allAtOnce) {\n
Action.c(61):             alertText += beginRequestAlertGeneric + realName + endRequestAlert + hardReturn;\n
Action.c(61):             if (firstMissingElt == null) {firstMissingElt = formObj};\n
Action.c(61):           } else {\n
Action.c(61):             alertText = beginRequestAlertGeneric + realName + endRequestAlert + hardReturn;\n
Action.c(61):             alert(alertText);\n
Action.c(61):           }\n
Action.c(61):         }\n
Action.c(61):         if (!isIE3) {\n
Action.c(61):           var goToObj = (allAtOnce) ? firstMissingElt : formObj;\n
Action.c(61):           if (goToObj.select) goToObj.select();\n
Action.c(61):           if (goToObj.focus) goToObj.focus();\n
Action.c(61):         }\n
Action.c(61):         if (!allAtOnce) {return false};\n
Action.c(61):       }\n
Action.c(61):       if (allAtOnce) {\n
Action.c(61):         if (alertText != "") {\n
Action.c(61):           alert(alertText);\n
Action.c(61):           return false;\n
Action.c(61):         }\n
Action.c(61):       } \n
Action.c(61):     //  alert("I am valid!"); //remove this line when you use the code\n
Action.c(61):       return true; //change this to return true to make the form submit\n
Action.c(61):     }\n
Action.c(61): t=195223ms: Request done "http://localhost:1080/WebTours/profileValidate.js"  	[MsgId: MMSG-26000]
Action.c(61): t=195223ms: 299-byte response headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=106)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 15 Oct 2024 20:29:24 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(61):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(61):     ETag: "9300000000beca-2f6-4b654c0620500"\r\n
Action.c(61):     Accept-Ranges: bytes\r\n
Action.c(61):     Content-Length: 758\r\n
Action.c(61):     Keep-Alive: timeout=5, max=100\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Content-Type: image/gif\r\n
Action.c(61):     \r\n
Action.c(61): t=195223ms: 758-byte response body for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=106)
Action.c(61): t=195223ms: Request done "http://localhost:1080/WebTours/images/button_next.gif"  	[MsgId: MMSG-26000]
Action.c(61): Registered web_reg_find successful for "Text=First time registering? Please complete the form below." (count=1)  	[MsgId: MMSG-26364]
Action.c(61): web_url("login.pl") was successful, 14475 body bytes, 840 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(70): Notify: Transaction "click_Signup" ended with a "Pass" status (Duration: 0,0318 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(71): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(72): Notify: Transaction "send_reg_Info" started.	[MsgId: MMSG-16999]
Action.c(74): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(74): An unrecognized header ("Origin") is being added  	[MsgId: MMSG-26595]
Action.c(74): "Origin: http://localhost:1080" header registered for adding to requests from the immediately following Action function  	[MsgId: MMSG-26506]
Action.c(74): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(76): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(76): Notify: Parameter Substitution: parameter "login" =  "TO5FmWuzwc8swjhP"	[MsgId: MMSG-13992]
Action.c(76): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(77): web_submit_form("login.pl_2") started  	[MsgId: MMSG-26355]
Action.c(77): Notify: Parameter Substitution: parameter "login" =  "TO5FmWuzwc8swjhP"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "password" =  "uu1yMv2ne0kbUBav"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "password" =  "uu1yMv2ne0kbUBav"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "firstname" =  "9LzY0ifFI0O4G3DA"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "lastName" =  "HRfMe0bYp3hVIZwO"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "address1" =  "TlHXpPUetAyzj2EQrNLpkXyIPndHOA"	[MsgId: MMSG-13992]
Action.c(77): Notify: Parameter Substitution: parameter "address2" =  "Xr7MvgTLSGFtD79u7lHzmaqppOCow3"	[MsgId: MMSG-13992]
Action.c(77): Submitting form to "http://localhost:1080/cgi-bin/login.pl", Target Frame="info"  	[MsgId: MMSG-27978]
Action.c(77): t=200233ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(77): t=200233ms: 533-byte request headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     POST /cgi-bin/login.pl HTTP/1.1\r\n
Action.c(77):     Content-Type: application/x-www-form-urlencoded\r\n
Action.c(77):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(77):     Origin: http://localhost:1080\r\n
Action.c(77):     Priority: u=0, i\r\n
Action.c(77):     Upgrade-Insecure-Requests: 1\r\n
Action.c(77):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(77):     .0\r\n
Action.c(77):     Accept-Encoding: gzip, deflate\r\n
Action.c(77):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(77):     Accept: */*\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Host: localhost:1080\r\n
Action.c(77):     Cookie: MSO=SID&1729024159\r\n
Action.c(77):     Content-Length: 244\r\n
Action.c(77):     \r\n
Action.c(77): t=200233ms: 244-byte request body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     username=TO5FmWuzwc8swjhP&password=uu1yMv2ne0kbUBav&passwordConfirm=uu1yMv2ne0kbUBav&first
Action.c(77):     Name=9LzY0ifFI0O4G3DA&lastName=HRfMe0bYp3hVIZwO&address1=TlHXpPUetAyzj2EQrNLpkXyIPndHOA&ad
Action.c(77):     dress2=Xr7MvgTLSGFtD79u7lHzmaqppOCow3&register.x=51&register.y=4
Action.c(77): t=200233ms: Inactive socket [1] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(77): t=200233ms: Closed connection [1] to localhost:1080 after completing 1 request(s)  	[MsgId: MMSG-26000]
Action.c(77): t=200233ms: Inactive socket [2] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(77): t=200233ms: Closed connection [2] to localhost:1080 after completing 2 request(s)  	[MsgId: MMSG-26000]
Action.c(77): t=200259ms: 448-byte response headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     HTTP/1.1 200 OK\r\n
Action.c(77):     Date: Tue, 15 Oct 2024 20:29:29 GMT\r\n
Action.c(77):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(77):     Expires: 5s\r\n
Action.c(77):     Set-Cookie: MTUserInfo=firstName&9LzY0ifFI0O4G3DA&address2&Xr7MvgTLSGFtD79u7lHzmaqppOCow3&
Action.c(77):     username&TO5FmWuzwc8swjhP&hash&80&lastName&HRfMe0bYp3hVIZwO&address1&TlHXpPUetAyzj2EQrNLpk
Action.c(77):     XyIPndHOA&creditCard&&expDate&; path=/\r\n
Action.c(77):     Keep-Alive: timeout=5, max=96\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Transfer-Encoding: chunked\r\n
Action.c(77):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(77):     \r\n
Action.c(77): t=200260ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     441\r\n
Action.c(77): t=200260ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     \r\n
Action.c(77): t=200260ms: 1089-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     <!DOCTYPE html\n
Action.c(77):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(77):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(77):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(77):     <head>\n
Action.c(77):     <title>Welcome to Web Tours</title>\n
Action.c(77):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(77):     </head>\n
Action.c(77):     <body bgcolor="#E0E7F1">\n
Action.c(77):     \n
Action.c(77):     <br/><br/><br/>\n
Action.c(77):     \n
Action.c(77):     \n
Action.c(77):     <p /><style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; fon
Action.c(77):     t-size : 22pt; color: #993333}small {font-family: tahoma; font-size : 8pt}H3 {font-family:
Action.c(77):      tahoma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 10pt; color: 
Action.c(77):     black}</style><blockquote>Thank you, <b>TO5FmWuzwc8swjhP</b>, for registering and welcome 
Action.c(77):     to the Web Tours family.\n
Action.c(77):     We hope we can meet all your current and future travel needs.  If you have any questions, 
Action.c(77):     feel free \n
Action.c(77):     to ask our support staff.   Click below when you're ready to plan your dream trip...<p /><
Action.c(77):     center><a href=welcome.pl?page=menus target='body'><img src=/WebTours/images/button_next.g
Action.c(77):     if border=0></a></center></blockquote>\n
Action.c(77):     </body>\n
Action.c(77):     </html>
Action.c(77): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(77): t=200260ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=107)
Action.c(77):     0\r\n
Action.c(77):     \r\n
Action.c(77): t=200261ms: Request done "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26000]
Action.c(77): Registered web_reg_find successful for "Text=Thank you, <b>TO5FmWuzwc8swjhP</b>, for registering and welcome to the Web Tours family." (count=1)  	[MsgId: MMSG-26364]
Action.c(77): web_submit_form("login.pl_2") was successful, 1089 body bytes, 448 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(91): Notify: Transaction "send_reg_Info" ended with a "Pass" status (Duration: 0,0287 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(93): lr_think_time: 4,00 seconds.	[MsgId: MMSG-15948]
Action.c(95): Notify: Transaction "login_aft_reg" started.	[MsgId: MMSG-16999]
Action.c(96): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(96): Notify: Parameter Substitution: parameter "login" =  "TO5FmWuzwc8swjhP"	[MsgId: MMSG-13992]
Action.c(96): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(97): web_image("button_next.gif") started  	[MsgId: MMSG-26355]
Action.c(97): Image-linking to "http://localhost:1080/cgi-bin/welcome.pl?page=menus", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(97): t=204272ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(97): t=204272ms: 611-byte request headers for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=108)
