Virtual User Script started at: 08.10.2024 15:10:15	[MsgId: MMSG-15967]
Action.c(61):     }</style><BR/><center><H1><b><font color="#003366">Customer Profile</font></b></H1></cente
Action.c(61):     r><blockquote><tr><td><B>First time registering? Please complete the form below.</B><BR/>P
Action.c(61):     lease choose a username and password combination for your account.<BR/>We'd also like some
Action.c(61):      additional contact information for yourself. We'll use it as default shipping and billing
Action.c(61):      information when making all your travel arrangements.<P><tr><td align=center><form method
Action.c(61):     ="post" action="login.pl" enctype="application/x-www-form-urlencoded" target="info" onsubm
Action.c(61):     it>\n
Action.c(61):     <table><tr><td align="left"><blockquote>Username : </td> <td align="left"><input type="tex
Action.c(61):     t" name="username"  size="20" /></td></tr> <tr><td align="left"><blockquote>Password : </t
Action.c(61):     d> <td align="left"><input type="password" name="password"  size="20" /></td></tr> <tr><td
Action.c(61):      align="left"><blockquote>Confirm : </td> <td align="left"><input type="password" name="pa
Action.c(61):     sswordConfirm"  size="20" /></td></tr> <tr><td> </td></tr> <tr><td align="left"><blockquot
Action.c(61):     e>First Name : </td> <td align="left"><input type="text" name="firstName"  size="20" /></t
Action.c(61):     d></tr> <tr><td align="left"><blockquote>Last Name : </td> <td align="left"><input type="t
Action.c(61):     ext" name="lastName"  size="20" /></td></tr> <tr><td align="left"><blockquote>Street Addre
Action.c(61):     ss : </td> <td align="left"><input type="text" name="address1"  size="30" /></td></tr> <tr
Action.c(61):     ><td align="left"><blockquote>City/State/Zip : </td> <td align="left"><input type="text" n
Action.c(61):     ame="address2"  size="30" /></td></tr> <tr><td align="left">&nbsp;</td> <td align="right">
Action.c(61):     &nbsp;</td></tr> <tr><td align="center" colspan="2"><input type="image" name="register" sr
Action.c(61):     c="/WebTours/images/button_next.gif" border="0" /></td></tr></table></form></table></block
Action.c(61):     quote>\n
Action.c(61):     </body>\n
Action.c(61):     </html>\n
Action.c(61): Found resource "http://localhost:1080/WebTours/profileValidate.js" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(61): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(61): t=93989ms: Connecting [1] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(61): t=93989ms: Connecting [2] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(61): t=93990ms: Connected socket [1] from 127.0.0.1:26712 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(61): t=93990ms: 442-byte request headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=54)
Action.c(61):     GET /WebTours/profileValidate.js HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728389488\r\n
Action.c(61):     \r\n
Action.c(61): t=93990ms: Connected socket [2] from 127.0.0.1:26713 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(61): t=93990ms: 446-byte request headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=55)
Action.c(61):     GET /WebTours/images/button_next.gif HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728389488\r\n
Action.c(61):     \r\n
Action.c(61): t=93990ms: 314-byte response headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=54)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 08 Oct 2024 12:11:49 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(61):     Last-Modified: Sun, 22 Apr 2012 14:28:18 GMT\r\n
Action.c(61):     ETag: "200000000c138-2c18-4be45552ee480"\r\n
Action.c(61):     Accept-Ranges: bytes\r\n
Action.c(61):     Content-Length: 11288\r\n
Action.c(61):     Keep-Alive: timeout=5, max=100\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Content-Type: application/javascript\r\n
Action.c(61):     \r\n
Action.c(61): t=93991ms: 11288-byte response body for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=54)
Action.c(61):     // check for IE3\n
Action.c(61):     var isIE3 = (navigator.appVersion.indexOf('MSIE 3') != -1);\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** define and instantiate validation objects\n
Action.c(61):     ** the validation object accepts the following parameters:\n
Action.c(61):     **\n
Action.c(61):     **   realName: name used in the alerts (same as label on the page)\n
Action.c(61):     **\n
Action.c(61):     **   formEltName: this must be the name of the corresponding\n
Action.c(61):     **       HTML form element; make it the same as the object name\n
Action.c(61):     **\n
Action.c(61):     **   eltType: element type (we have to create this since IE3\n
Action.c(61):     **       doesn't support the type property for for elements)\n
Action.c(61):     **     text\n
Action.c(61):     **     textarea\n
Action.c(61):     **     checkbox\n
Action.c(61):     **     radio\n
Action.c(61):     **     select\n
Action.c(61):     **\n
Action.c(61):     **   uptoSnuff: function call that's evaluated during validation check\n
Action.c(61):     **     isText(str)\n
Action.c(61):     **     isSelect(formObj)\n
Action.c(61):     **     isRadio(formObj)\n
Action.c(61):     **     isCheck(formObj, form, [index of first checkbox in group],\n
Action.c(61):     **         [number of checkboxes])\n
Action.c(61):     **     isEmail(str)\n
Action.c(61):     **     isState(str)\n
Action.c(61):     **     isZipCode(str)\n
Action.c(61):     **     isPhoneNum(str)\n
Action.c(61):     **     isDate(str)\n
Action.c(61):     **\n
Action.c(61):     **   format: text representation of required format;\n
Action.c(61):     **       pass 'null' if no required format;\n
Action.c(61):     **       used in alert as an aid to user\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     \n
Action.c(61):     // object definition\n
Action.c(61):     function validation(realName, formEltName, eltType, upToSnuff, format) {\n
Action.c(61):       this.realName = realName;\n
Action.c(61):       this.formEltName = formEltName;\n
Action.c(61):       this.eltType = eltType;\n
Action.c(61):       this.upToSnuff = upToSnuff;\n
Action.c(61):       this.format = format;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** create a new object for each form element you need to validate\n
Action.c(61):     ** for example:\n
Action.c(61):     ** var lastName = new validation('last name', 'lastName', 'text', 'isText(str)', null);\n
Action.c(61):     ** var phoneNum = new validation('phone number', 'phoneNum', 'text', 'isPhoneNum(str)', 'x
Action.c(61):     xx-xxx-xxxx');\n
Action.c(61):     ** var reason = new validation('reason for reading this', 'reason', 'checkbox', 'isCheck(f
Action.c(61):     ormObj, form, 14, 3)', null);\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     // create objects here:\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     var username = new validation('a username', 'username', 'text', 'isText(str)', null);\n
Action.c(61):     var password = new validation('a password', 'password', 'text', 'isText(str)', null);\n
Action.c(61):     var passwordC = new validation('a password confirmation', 'passwordConfirm', 'text', 'isTe
Action.c(61):     xt(str)', null);\n
Action.c(61):     var firstN = new validation('your first name', 'firstName', 'text', 'isText(str)', null);\n
Action.c(61):     var lastN = new validation('your last name', 'lastName', 'text', 'isText(str)', null);\n
Action.c(61):     var address = new validation('your address', 'address1', 'text', 'isText(str)', null);\n
Action.c(61):     var csz = new validation('your City/State/Zip', 'address2', 'text', 'isText(str)', null);\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** Define the elts array:\n
Action.c(61):     ** Add a new item to the array for each object you create above\n
Action.c(61):     ** Make sure the value of the array element is the same as\n
Action.c(61):     ** the name of the object, and that the array elements are listed\n
Action.c(61):     ** in the same order the corresponding objects appear in the form\n
Action.c(61):     ** (it's more clear to the user that way)\n
Action.c(61):     ** for example:\n
Action.c(61):     ** var elts = new Array(lastName, phoneNum, reason)\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     var elts = new Array(username, password, passwordC, firstN, lastN, address, csz);\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** The main function keeps track of which fields the user missed\n
Action.c(61):     ** or filled in incorrectly, and alerts the user so they can go\n
Action.c(61):     ** back and fix what's wrong.\n
Action.c(61):     ** Set allAtOnce to true if you want this "validation help" to\n
Action.c(61):     ** alert the user to all mistakes at once; set it to false if\n
Action.c(61):     ** you want it to show one mistake at a time\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     var allAtOnce = true;\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** change text for alerts here\n
Action.c(61):     ** unspecified field (text): "Please include [field name]."\n
Action.c(61):     ** unspecified field (other): "Please choose [field name]."\n
Action.c(61):     ** invalid text field entries: "[field value] is an invalid [field name]!"\n
Action.c(61):     ** help with format: "Use this format: "\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     var beginRequestAlertForText = "Please include ";\n
Action.c(61):     var beginRequestAlertGeneric = "Please choose ";\n
Action.c(61):     var endRequestAlert = ".";\n
Action.c(61):     var beginInvalidAlert = " is an invalid ";\n
Action.c(61):     var endInvalidAlert = "!";\n
Action.c(61):     var beginFormatAlert = "  Use this format: ";\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** these functions validate the string or form object passed in,\n
Action.c(61):     ** and return true or false based on whether the test succeeds or fails\n
Action.c(61):     **\n
Action.c(61):     ** validate existence of input\n
Action.c(61):     **   isText(str): verifies text input or textarea is not empty\n
Action.c(61):     **   isSelect(formObj): verifies item from a select menu is chosen\n
Action.c(61):     **   isRadio(formObj): verifies one of a group of radio buttons is chosen\n
Action.c(61):     **   isCheck(formObj, form, [begin], [num]): verifies at least one\n
Action.c(61):     **       of a group of checkboxes is checked\n
Action.c(61):     **     for [begin], fill in the index number in the elements array\n
Action.c(61):     **         of the first checkbox (remember to start counting from zero)\n
Action.c(61):     **     for [num], fill in the number of checkboxes in the group\n
Action.c(61):     **\n
Action.c(61):     ** validate text in text input or textarea matches pattern\n
Action.c(61):     **   isEmail(str): verifies email address (contains "@" and ".")\n
Action.c(61):     **   isState(str): verifies U.S. State Code\n
Action.c(61):     **   isZipCode(str): verifies zip code of form xxxxx or xxxxx-xxxx\n
Action.c(61):     **   isPhoneNum(str): verifies phone number of form xxx-xxx-xxxx\n
Action.c(61):     **   isDate(str): verifies date of form mm/dd/yyyy\n
Action.c(61):     ***************************************************************/\n
Action.c(61):     \n
Action.c(61):     function isText(str) {\n
Action.c(61):       return (str != "");\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isSelect(formObj) {\n
Action.c(61):       return (formObj.selectedIndex != 0);\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isRadio(formObj) {\n
Action.c(61):       for (j=0; j<formObj.length; j++) {\n
Action.c(61):         if (formObj[j].checked) {\n
Action.c(61):           return true;\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return false;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isCheck(formObj, form, begin, num) {\n
Action.c(61):       for (j=begin; j<begin+num; j++) {\n
Action.c(61):         if (form.elements[j].checked) {\n
Action.c(61):           return true;\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return false;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isEmail(str) {\n
Action.c(61):       return ((str != "") && (str.indexOf("@") != -1) && (str.indexOf(".") != -1));\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isState(str) {\n
Action.c(61):       str = str.toUpperCase();\n
Action.c(61):       return ( (str == "AK") || (str == "AL") || (str == "AR") || (str == "AZ") || (str == "CA
Action.c(61):     ") || (str == "CO") || (str == "CT") || (str == "DC") || (str == "DE") || (str == "FL") ||
Action.c(61):      (str == "GA") || (str == "HI") || (str == "IA") || (str == "ID") || (str == "IL") || (str
Action.c(61):      == "IN") || (str == "KS") || (str == "KY") || (str == "LA") || (str == "MA") || (str == "
Action.c(61):     MD") || (str == "ME") || (str == "MI") || (str == "MN") || (str == "MO") || (str == "MS") 
Action.c(61):     || (str == "MT") || (str == "NB") || (str == "NC") || (str == "ND") || (str == "NH") || (s
Action.c(61):     tr == "NJ") || (str == "NM") || (str == "NV") || (str == "NY") || (str == "OH") || (str ==
Action.c(61):      "OK") || (str == "OR") || (str == "PA") || (str == "RI") || (str == "SC") || (str == "SD"
Action.c(61):     ) || (str == "TN") || (str == "TX") || (str == "UT") || (str == "VA") || (str == "VT") || 
Action.c(61):     (str == "WA") || (str == "WI") || (str == "WV") || (str == "WY") );\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isZipCode(str) {\n
Action.c(61):       var l = str.length;\n
Action.c(61):       if ((l != 5) && (l != 10)) { return false }\n
Action.c(61):       for (j=0; j<l; j++) {\n
Action.c(61):         if ((l == 10) && (j == 5)) {\n
Action.c(61):           if (str.charAt(j) != "-") { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return true;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isPhoneNum(str) {\n
Action.c(61):       if (str.length != 12) { return false }\n
Action.c(61):       for (j=0; j<str.length; j++) {\n
Action.c(61):         if ((j == 3) || (j == 7)) {\n
Action.c(61):           if (str.charAt(j) != "-") { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return true;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     function isDate(str) {\n
Action.c(61):       if (str.length != 10) { return false }\n
Action.c(61):     \n
Action.c(61):       for (j=0; j<str.length; j++) {\n
Action.c(61):         if ((j == 2) || (j == 5)) {\n
Action.c(61):           if (str.charAt(j) != "/") { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if ((str.charAt(j) < "0") || (str.charAt(j) > "9")) { return false }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):     \n
Action.c(61):       var month = str.charAt(0) == "0" ? parseInt(str.substring(1,2)) : parseInt(str.substring
Action.c(61):     (0,2));\n
Action.c(61):       var day = str.charAt(3) == "0" ? parseInt(str.substring(4,5)) : parseInt(str.substring(3
Action.c(61):     ,5));\n
Action.c(61):       var begin = str.charAt(6) == "0" ? (str.charAt(7) == "0" ? (str.charAt(8) == "0" ? 9 : 8
Action.c(61):     ) : 7) : 6;\n
Action.c(61):       var year = parseInt(str.substring(begin, 10));\n
Action.c(61):     \n
Action.c(61):       if (day == 0) { return false }\n
Action.c(61):       if (month == 0 || month > 12) { return false }\n
Action.c(61):       if (month == 1 || month == 3 || month == 5 || month == 7 || month == 8 || month == 10 ||
Action.c(61):      month == 12) {\n
Action.c(61):         if (day > 31) { return false }\n
Action.c(61):       } else {\n
Action.c(61):         if (month == 4 || month == 6 || month == 9 || month == 11) {\n
Action.c(61):           if (day > 30) { return false }\n
Action.c(61):         } else {\n
Action.c(61):           if (year%4 != 0) {\n
Action.c(61):             if (day > 28) { return false }\n
Action.c(61):           } else {\n
Action.c(61):             if (day > 29) { return false }\n
Action.c(61):           }\n
Action.c(61):         }\n
Action.c(61):       }\n
Action.c(61):       return true;\n
Action.c(61):     }\n
Action.c(61):     \n
Action.c(61):     \n
Action.c(61):     /***************************************************************\n
Action.c(61):     ** The validateForm() function validates the form elements\n
